main,mid,sub,applicationNumber,link
26,11,25,4019610001635,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c36bf521a77ea883303319141795a1726c54ab85382ce3e6fed54a26befb391be7
03,07,19,4019610001637,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c36bf521a77ea883303319141795a1726c54ab85382ce3e6fee09af8fb6cd37054
24,15,01,4019610001637,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c36bf521a77ea883303319141795a1726c54ab85382ce3e6fee09af8fb6cd37054
04,05,03,4019620000012,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcaa57b90d8db8b822306c133f6991f326b
13,01,17,4019620000012,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcaa57b90d8db8b822306c133f6991f326b
14,01,10,4019620000012,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcaa57b90d8db8b822306c133f6991f326b
26,04,12,4019620000058,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4373aa60ffc3a2659deffc4e7bea9630
26,11,09,4019620000058,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4373aa60ffc3a2659deffc4e7bea9630
26,11,13,4019620000058,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4373aa60ffc3a2659deffc4e7bea9630
15,07,04,4019620000061,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d5a808e61b0172efdb34f0d7bd89d5f
01,01,04,4019620000066,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d5a808e61b0172ed3ef088603d0d404
26,01,04,4019620000066,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d5a808e61b0172ed3ef088603d0d404
26,01,13,4019620000066,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d5a808e61b0172ed3ef088603d0d404
24,15,21,4019620000074,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca003280a717ad51274b22e5825ff2747a
26,01,16,4019620000074,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca003280a717ad51274b22e5825ff2747a
05,01,16,4019620000077,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca003280a717ad5127d8285d3d112df287
26,01,15,4019620000077,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca003280a717ad5127d8285d3d112df287
26,05,12,4019620000103,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3b1140d0ffa9d4fb664e2f0a77117040
26,11,07,4019620000103,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3b1140d0ffa9d4fb664e2f0a77117040
25,01,25,4019620000159,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca8bb6aee54e4cd24eba9bea00119bcef5
17,02,06,4019620000938,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b60513f701ab4e76c34a7
26,01,05,4019620000356,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca274d398aa7c0cc83656f98f4d6f41e15
26,01,06,4019620000356,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca274d398aa7c0cc83656f98f4d6f41e15
26,13,25,4119620000001,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c35e223da885ac5366fc65b75e4ac822a152d751a1ea315bba2a67042e64cf8329
01,01,05,4019620000363,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3544d0a7a41dbc2a354ac814a7f1480d
01,11,08,4019620000363,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3544d0a7a41dbc2a354ac814a7f1480d
26,01,13,4019620000363,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3544d0a7a41dbc2a354ac814a7f1480d
01,05,08,4019620000364,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3544d0a7a41dbc2af79c8060c68222fc
03,03,01,4019620000364,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3544d0a7a41dbc2af79c8060c68222fc
03,03,24,4019620000364,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca3544d0a7a41dbc2af79c8060c68222fc
26,04,18,4019620000410,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67602e4d24e391461da3ab1422e379d59e
26,04,09,4019620000419,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca73a98689ff7d2d918d83388b2e19d703
26,04,18,4019620000419,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca73a98689ff7d2d918d83388b2e19d703
27,05,01,4019620000497,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcae03cf9fef539ac5ab96a56bb1fbc329d
27,05,11,4019620000497,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcae03cf9fef539ac5ab96a56bb1fbc329d
26,04,12,4019620000558,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca23ac64b82f758ca30ee54ba48da2c37e
26,11,09,4019620000558,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca23ac64b82f758ca30ee54ba48da2c37e
26,11,13,4019620000558,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca23ac64b82f758ca30ee54ba48da2c37e
26,04,08,4019620000609,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca94745990798d0716f450409142f1c35e
26,04,18,4019620000609,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca94745990798d0716f450409142f1c35e
05,07,02,4019620000629,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca6a9cb4560be7aedd289f2277f602fbb5
18,03,03,4019620000629,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca6a9cb4560be7aedd289f2277f602fbb5
26,04,08,4019620000640,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcad6e443ad99643c95ed0a769cfc2003f1
26,04,18,4019620000640,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbcad6e443ad99643c95ed0a769cfc2003f1
27,05,08,4019620000673,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca52eec331d83bbb47ca47b0140a362ea2
05,01,02,4019620000677,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca52eec331d83bbb47677936f7136310f7
05,01,16,4019620000677,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca52eec331d83bbb47677936f7136310f7
26,01,15,4019620000677,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca52eec331d83bbb47677936f7136310f7
26,01,18,4019620000679,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca52eec331d83bbb47fa1c48eec48fff86
05,01,02,4019620000681,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55625fd291d1404b3e
05,01,16,4019620000681,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55625fd291d1404b3e
26,01,15,4019620000681,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55625fd291d1404b3e
05,01,02,4019620000682,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55d292b5f1e5e79607
05,01,16,4019620000682,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55d292b5f1e5e79607
26,01,15,4019620000682,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55d292b5f1e5e79607
05,01,02,4019620000683,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55805e56af8f2d2bbb
05,01,16,4019620000683,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55805e56af8f2d2bbb
26,01,15,4019620000683,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb55805e56af8f2d2bbb
05,01,02,4019620000689,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb555e86500369029c87
05,01,16,4019620000689,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb555e86500369029c87
26,01,15,4019620000689,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca5d261ccb14aceb555e86500369029c87
26,03,05,4019620000696,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca1b3a8677575b4c1848c99b5259d96d8e
26,03,19,4019620000696,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca1b3a8677575b4c1848c99b5259d96d8e
01,15,01,4019620000715,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca8ff720ebc2dc4a5cdb5dcff695b405cc
26,04,13,4019620000715,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca8ff720ebc2dc4a5cdb5dcff695b405cc
26,11,12,4019620000715,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca8ff720ebc2dc4a5cdb5dcff695b405cc
03,05,15,4019620000716,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67c7bfcfde8d986ce48e2a60b6f5b917e0
03,05,24,4019620000716,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67c7bfcfde8d986ce48e2a60b6f5b917e0
26,04,15,4019620000716,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67c7bfcfde8d986ce48e2a60b6f5b917e0
01,05,02,4019620000717,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67c7bfcfde8d986ce4fb6825f06519adf5
05,13,08,4019620000717,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67c7bfcfde8d986ce4fb6825f06519adf5
01,05,02,4019620000726,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4f497574a618ef5e8413a987aac16b5b
01,17,08,4019620000726,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4f497574a618ef5e8413a987aac16b5b
26,04,07,4019620000783,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca17ae8101a59a8c4c738ff4aba0a99401
26,04,18,4019620000783,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca17ae8101a59a8c4c738ff4aba0a99401
01,01,02,4019620000907,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca88f24a74fe29dc66c38b9c3e15685197
09,01,02,4019620000907,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca88f24a74fe29dc66c38b9c3e15685197
25,01,06,4019620000907,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca88f24a74fe29dc66c38b9c3e15685197
26,04,18,4019620000909,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67871dc82260c042da7b8b151c60fbec05
26,04,18,4019620000910,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67fe9de5c0ee65a316f7272847cd5656ac
26,01,06,4019620000911,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca7e6dce28c837a12e3fa4e1a9eed13c6e
26,04,10,4019620000911,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca7e6dce28c837a12e3fa4e1a9eed13c6e
26,04,07,4019620000936,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b6051fbc1f0d093e06e2a
26,04,12,4019620000936,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b6051fbc1f0d093e06e2a
26,15,25,4019620000936,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b6051fbc1f0d093e06e2a
17,02,06,4019620000937,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b60517658865b3f5867c0
25,01,06,4019620000937,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b60517658865b3f5867c0
25,01,19,4019620000939,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca4312994e653b60518fb6feea23e11a43
22,03,05,4019620000945,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca113af96058e91077aa19247f38073a93
26,11,08,4019620000946,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca113af96058e91077fecc0abf2a637b82
27,05,11,4019620000946,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca113af96058e91077fecc0abf2a637b82
05,07,03,4019620000958,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67b00cefedb6ce59966c076d724cc853bc
26,01,18,4019620000958,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67b00cefedb6ce59966c076d724cc853bc
26,04,15,4019620000958,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b67b00cefedb6ce59966c076d724cc853bc
25,01,19,4019620000971,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca53c15cdbdbc717610650f213bf76c239
01,15,15,4019620000976,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b6772c4bd071bef86b5c0b0da0ce06eb58b
27,09,07,4019620000976,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b6772c4bd071bef86b5c0b0da0ce06eb58b
27,09,12,4019620000976,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed800ac23b01da30b6772c4bd071bef86b5c0b0da0ce06eb58b
26,03,12,4019620000985,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca71549282e95bcd52434b1fb33f8ba03e
26,03,12,4019620000987,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca71549282e95bcd52ed084c59399d3b56
26,11,07,4019620000987,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca71549282e95bcd52ed084c59399d3b56
05,05,20,4019620000988,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04d5cef8fac16f2dbca71549282e95bcd5253525891a32a7f57
15,07,03,4019620001022,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fd6e6f0171ce16b762f7d8427123a9daa
26,01,06,4019620001022,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fd6e6f0171ce16b762f7d8427123a9daa
26,04,16,4019620001022,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fd6e6f0171ce16b762f7d8427123a9daa
24,01,01,4019620001026,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fd6e6f0171ce16b76b3076bdf453cee0e
24,09,07,4019620001026,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fd6e6f0171ce16b76b3076bdf453cee0e
26,04,16,4019620001026,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fd6e6f0171ce16b76b3076bdf453cee0e
24,09,07,4019620001053,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fffe10b293c524f8d07a18239d809e6d8
01,01,04,4019620001054,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fffe10b293c524f8dd147bf15c484a80a
25,01,06,4019620001054,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fffe10b293c524f8dd147bf15c484a80a
26,01,13,4019620001054,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44fffe10b293c524f8dd147bf15c484a80a
26,04,18,4019620001079,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f7270994d9422651e5fdb85011e53d337
03,07,08,4019620001120,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f28569374459e9635d21617ac41c86b83
26,01,12,4019620001128,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f28569374459e96356c2aad8dbc9d0a11
26,11,03,4019620001128,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f28569374459e96356c2aad8dbc9d0a11
26,11,13,4019620001128,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f28569374459e96356c2aad8dbc9d0a11
06,01,04,4019620001187,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f22b2ae369c1078d56ffcb590aa381e38
26,01,13,4019620001187,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f22b2ae369c1078d56ffcb590aa381e38
01,05,08,4019620001230,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f5df04715877ac8f2055a0c8035f4fbe5
03,07,11,4019620001230,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f5df04715877ac8f2055a0c8035f4fbe5
26,04,16,4019620001230,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f5df04715877ac8f2055a0c8035f4fbe5
26,13,25,4019620001266,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f47195c3218332236c4f6f537bc3efda3
26,01,18,4019620001267,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f47195c3218332236924a90b49411ed09
27,09,08,4019620001267,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31d53af7db05ae04df118996f54ffd44f47195c3218332236924a90b49411ed09
03,05,15,4019620001280,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed8bef701190ebbf6dbc4ab9ef25c3f1830171e262a2c0a6539
25,07,08,4019620001280,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e29b543f0fb46422ed8bef701190ebbf6dbc4ab9ef25c3f1830171e262a2c0a6539
